cat	prod_id	rev1	rev2	rev3	rev4	rev5	rev6	rev7	rev8	summ1	summ2	summ3
electronics	B004IV8Y50	I love this item. Im happy that it came with a color keyboard protector. It was super easy to put on and the color is great. I love that you can see the apple logo through it. Overall its a great product I totally recommend it.	The cover is very nice, just it does not fit snugly. There is extra room and unless I am very carefully about inserting the Macbook Air into the cover, the cover shifts around.If iPearl provided a better fit, I would have rated it 4 or 5 stars.	My case arrived before the estimated delivery date and I love it so far. It was VERY easy to put on my MacBook Air. I love the retractable feet; and the color purple that came matches the picture perfectly. Would definitely repurchase something else from this brand.	I ordered two of these covers after careful research and visiting retail stores. These covers were free shipping and were a snap to install. There are no issues whatsoever with them, so order them with confidence. Ignore the extra picky shoppers' reviews on here. Hope this helps.	I do not recommend this item. It's a pretty color, and it stayed on for a while. But the cover pops off the top of the clamshell too easily, and now it is more off than on. I am now shopping for a case from another maker.	I absolutely love the case! It fits my laptop perfectly! I received many compliments on this case with the keyboard cover that came with it! I love the keyboard cover as well. The cover is nice and thick. I love it! I would recommend these products to anyone that wants to protect their macbook in style. Nice sturdy case.	Love the the clip cover. I was pleased with the tilts stands in back. Places computer in perfect angle to protect my wrists. the keyboard cover is nice but taking a little used to the buttons having a different feel. over all very pleased with products. And products arriving in a very timely fashion as stated.	The iPearl cover fits like a glove and gives me just the amount of protection I'm looking for without bulk. It's priced well and showed up on time, as promised. Great product and customer service! What more could I ask?	The covers are exactly what I have been looking for and they are not hard to install.The price that I paid for them was a steal, and the time frame for me receiving it was faster than I expected.  I would give it 5 stars but  it takes a bit of effort to keep it on without slipping.	This case was easy to attach. The retractable feet that makes this a stand are really cool. The color is nice and you can see the apple logo through the case. The keyboard cover is very handy and this product feels sturdy. My case arrived very quickly. Good customer service!	This laptop cover slips on easily, but the loose fit can occasionally cause it to slip off as well. It comes with ergonomic tilt stands on the bottom, making long typing sessions more comfortable. It looks nice and has a good feel to it. Overall, I would recommend it.
electronics	B0051PJHDK	Very disappointing product...... bought it as a present and was not working.We returned it 3 times and they don't want to give you a refund. They only try you to upgrade to their newer version. Customer service is a joke. Pay $50 more for a better tablet it will save you a lot of headache.	I purchased one of these units 2 weeks ago, alas it has to be returned as the battery is defective. I purchased from Abe, s Of Maine thru Amazon and the customer service was top notch except i have to pay shipping to return it but that, s better than a $154 paperweight.	I got this tablet as a free gift, but didn't think it was this cheap! I got the tablet and had it for about 1 month. My kids used it to play games which seemed to work fine until one day about a month after having it would no longer power up. What do I do? It seems like such a waste.	Received tablet 6 days after order was made and worked fine till Tuesday Nov.15th at which time it stopped holding a charge. Worked fine when connected to power but shutdown when power was disconnected. Come on, it should last longer than 30 days. Paid $150 + for a product only lasting alittle more than 30 days.	7 'Skytex Skypad Alpha. Charging is hit or miss but mostly miss. It would have been OK if not for the charging issue. I e-mailed tech support for a charger replacement but no response from them. Hacked Netflix was working but not anymore after Netflix upgraded their system. Netflix issue is notSkytex 'fault.	This product is not worth buying. I bought 2 as Christmas gifts directly from the company. 1 doesn't work properly and the other is just junky. I tried to return the product but they are unwilling to take it back. Waste of your money!	Bought this one for my dad as a gift. Thought he would like it being that it was a tablet... just avoid the discount models, go with one you know they will like. Maybe a good fit for someone who doesn't know much about electronics.	The tablet is not the best in the world but for $150 its a good deal. I do feel bad for anyone that paid $400 + for it because its not worth anywhere near that. Id recommend it to anyone looking for a cheap tab	This tablet has numerous reliability issues. The likelihood of it malfunctioning after a month or less of normal usage is high, assuming it's not dead on arrival. Even considering the cheap price, it's still not worth the money.	This tablet is not worth the money, no matter what they are charging for it. It is of very poor quality and stops working after a very short time. It is especially prone to battery malfunction. Worse, the customer service from the manufacturer is almost nonexistent and it is difficult to return. Don't waste your money.	Buying it at MSRP is ridiculous and in fairness, buying it at a discount presents a huge risk as well. The charging is spotty at best and the battery itself presents a lot of risks. Avoid it until they start caring about the quality.
electronics	B005MZO5TA	Exactly as described, at 8 + oz. of solid metal this grip offers a stable way to hold your lightweight digital camera, without putting you fingers in front of the lens or flash. I find it works well with the Kodak PlaySmart Video camera and the Nikon S9100 point and shoot.Opteka HG-5 Pistol Handgrip Stabilizer for Point-n-Shoot, DSLR and Video Cameras	Probably the best and the least expensive stick I've ever owned and I love it.I use this with my GoPro HD Hero2. It's a bit heavy but the construct is very good. You can use this as a weapon too. lol	Bought this as part of the stabilizer rig then realized that this was easier to use alone than the rig itself. I am going to use it with a camera with an active stabilizer. Videos looked good. Will update after I use it this weekend. It looks good and is built solid.	I use this with a dual-camera mount and I like this because of the heft / weight and it stays pretty secure whether I use it with the mount or on my flip video camera or snapshot. I'd recommend this handle highly.	I was planning to use this with my D7000 + Battery Grip + 80-200 f / 2.8 lens, but when I received it, I changed my mind.It just does not look like it can handle that load. I put it on my Panasonic GF2, and it performs very nicely.Would highly recommend it for lighter cameras.	The unit is quite sturdy. I bought it to replace the pistol grip unit also featured because the pistol grip locking mechanism did seem to want to lock tight. This unit locks in very tightly and also feels professional. A great purchase for the money.	This is the 2nd stabilizer that I've purchased... one for my Sony a99 and one for my Sony a33. I can't speak highly enough about this handy little item! It's perfectly sized and the ergonomics is ideal! Two thumbs up!!	A low cost device that I bought and paired with a cell phone reduce jittery videos. Works pretty well for handheld use even when walking. The thread seemed a little recessed at first until I moved the washer flat. I recommend this product for anyone who records videos often for friends, and family especially with your cell phone.	Exactly as described. Looks good with a solid build and the unit is quite sturdy. This unit locks in very tightly and also feels professional. It is a great purchase for the money. I'd recommend this handle highly.	This stabilizer is perfect for light weight cameras and can also be used with a cell phone to help diminish jitter. You can feel the heft in this stabilizer and know that it will stay secure. It feels weighty and professional. I would say to use caution when using it with larger cameras but it is perfect for smaller cameras. Overall, it is recommended.	A great all-around, sturdy stick for cameras. It is very versatile and quite ideal for lightweight cameras especially, and this stick is highly recommended for its great price-point and overall versatility.
electronics	B005ZA2W42	This product recharges my wife's iPhone 4 with no problem. One downside - it does not have enough juice to charge an iPad. It would benefit from some indication of the percentage charge of the battery. Also, the LED light is VERY bright.	The product is great .The issue is that it came broken and I only found out after I had it for a month. There is no was to call there support. Very very bad idea. Will do more research next time .I don't think I would buy it again!!!!	I bought this to test it out for charging my phone on AT section hikes. For the added weight, it was a nice-to-have item. I probably wouldn't have it on a through-hike, but it worked well and if you aren't going to have access to a power source for recharging your phone while you're out, it does the job pretty well.	This solar charger works perfectly. It can be charged with electricity or solar power making it a great backup for charging devices. For its size I would recommend getting one and putting it in your but out bag for use with e-devices.	I ordered this charger to take on safari to South Africa. It is suppose to charge an iPhone and Kindles. It doesn't work with either of mine. It was a waste of money for me. I'm very disappointed.	Charges up, charges your devices. The flashlight is really bright. I had to take a star off because the charge battery doesn't hold a charge over a period of time. However don't go cheap, this product is worth the money.	This is my first solar charger, so I can't compare it to any others. I will say that the flashlight is extremely bright as noted by others. It seems to do a nice job charging my Droid Bionic but it didn't seem to work on the Kindle Fire.	I left it out for 24 hours in direct sun, the lights on the side showing the progress of charging blindly blinked, but the charge gave my iPod only 1 / 10 of full battery. I tried again and placed it in the sun for 2 sunny days straight, again, after multiple annoying blinking signals, it did not charge anything. Returned.	This solar charger works well at first and charges phones well but does not adequately charge iPads or Kindles. The LED flashlight is quite bright. Performance over time is not reliable as the charge battery begins to not hold charge. A battery charge level indicator would be helpful. Overall, a decent purchase for a backup or travel.	The solar charger is good fit for travel bag. The LED light is one of the best function of this charger as its very bright. Though will recommend this charger to charge the cell phones only as it does not have capacity to charge other devices such as Tablets.	This charges our phones with no problem, but we haven't been able to get a full charge on a tablet out of it so far. It's great for hiking and camping since there is a nice bright flashlight incorporated into it. I wouldn't trust it as your only charging source during a power outage if there is no sun. If the sun is shining, you'll be fine since it can use solar energy to charge. You can also charge it quickly with electricity, if you prefer.
electronics	B00BOZCSQE	of the fact that an SD card is NOT included with this camera. It is essential (you can only take 2 pix with the camera's internal memory) and it is standard practice to include one with a camera. So add c. $25 to any advertised price that you see here. Camera itself is fine.	Sharp pictures. Impressed with the low light capability. Almost as close as my DSLR. Ample shot configuration via auto presets as well as some options. Would have loved to have a bigger display screen, or one with swiveling capability. Adequate flash for indoor and night shot settings. Sturdy and slips easily into pocket.	I BOUGHT THIS CAMERA BASED ON CONSUMER REPORTS REVIEW. IT HAS MET MOST OF THE REQUIERMENTS. ITS PICTURE QUALITY IS BETTER THAN THE CANNON 110 HS THAT IT IS REPLACING. I HAD TO GLUE A RISER ON THE ON / OFF BUTTON SINCE IT WAS TOO SMALL FOR MY THUMB	Have only used the camera a short time but am really impressed with all the features and marvel at the detail of almost any type photo situation. The low light feature is outstanding and will be very helpful in museums and other venues where flash is not allowed. Overall I love this camera.	i have high-bride, mirrorless camera which is over 700bucks, but this camera, nikon one is almost as good as my fancy mirrorless camera.. i just love it! light, easy to carry around and pictures are just great. satisfied.	Love this camera for quality picture taking and size. Very easy to use and takes professional photos. I like to take my camera everywhere and this is the perfect size. It's a great first camera to explore with before investing in a DSLR.	After looking in the Consumer Reports for a new camera I came along this one. It was number one on the list.It was a good price so I bought it. It takes a little time to learn about the choices and setting up but then it's easy to use. I love my camera.	The battery is constantly malfunctioning making the camera unusable. I was on a once-in-a-lifetime trip in Malaysia in August and this happened constantly. The on / off button is also malfinctioning, besides that is very poorly designed. What good are all kinds of features when their usability is way below par!?	This camera is easy to use and you can take it anywhere. The picture quality is generally great. Some things to note are that it does not include an SD card and there have been instances of issues regarding the on / off button, they can seem a little small. It also holds it's own against more expensive cameras. Overall this small but easy to use camera takes great pictures so it is recommended with confidence.	I like this camera for its picture taking and size. Takes professional photos and it is very easy to use. It's low light feature is outstanding and helpful in venues that flashes are not allowed. I love this camera.	If you are a beginning photographer and wan good pictures i suggest buying this Nikon camera. it does not come with an sd card which is not cool for the money i spent and they can be pretty pricey. If you need low light capability on your camera , than this is the one for you it seems to have a feature for every scene or situation
electronics	B00DB94FB2	The only thing I would like to see is an aux cord when I don't want to charge my phone, but It's not a huge deal. The sound is great, and worth the money. The remote works with your phone, and that's precisely what I wanted	you need to buy an adaptor for Ipod Nano's so it was disappointing when my son opened it up on Christmas and could not use it for his Ipod Nano. It does not state that anywhere on the box or when I ordered it.	Love, love, love the ability to save multiple preset radio stations, and the sound is clear, crisp... amazing! It almost makes waking up a pleasure. Another feature I never thought I wanted, but really appreciate, is the ability to set the brightness of the clock readout. Brilliant!	The sound of the radio is of real quality. I also like having the two separate alarms and the alarm is not obnoxious yet still wakes us up. My wife charges her iphone on it regularly and works out well. We like the Sony so much I got one for my son and his wife for a Christmas present	I was looking quite awhile to locate a decent sounding radio / iPod player which would also charge my iPod. This is perfect for our family. It's a lot smaller than I thought, which is good. And when we update to an iPhone 5, there is a $5 adapter to get so we can still use this radio. Perfect!	As always, Sony has a 'winner' in this combined am / fm radio and docking station. Great sound, looks good and wife is very pleased as she put it in her craft work area. Finding the combo of am / fm wasn't easy either.Lots of fm only units. This is a great product.	My husband really like this speaker... LOVE IT! Its so easy to operate by setting the alarm.. I like the way when you put your iphone 4s to the dock its charge at the same time while you are you using it...! Great product	While I like the Dream Machine I don't know why there's so much static. It's nearly impossible to get a couple of my favorite radio stations without constant static in the background. My other radio doesn't do that. I've even tried different locations for it. That's a big disappointment and shortcoming of the product.	This FM/AM radio, iPhone docking station and alarm clock is a perfect combination! The sound is amazing, the alarm clock is not annoying, and the design looks great! It would be nice to have a place to use an aux cord and certain apple products require a $5 adapter to use the docking station but other than that, this product is fantastic!	This is a great product. It has amazing sound quality, and the dual-band feature is nice. I love the fact that it charges my device while it's docked. Not only is this thing functional, but it also looks great and doesn't take up a lot of space. Overall, I would advise buying this if your needs call for an awesome speaker that doubles as a charging station.	This is exactly what I've been looking for! It has great sound quality and it's really easy to dock my iPhone in it (it charges my phone at the same time! Bonus) The alarm is easy to use and does it's job. Some iPhones and iPods will need an adapter, so make sure to check that out first.
health_personal_care	B00028QA72	I wanted to get rid of deodorants after reading about the hazards of the ingredients used in them. These crystals do the job. No they do not keep you from sweating. But, they do take care of the odor. Use as directed... after showering and such. I have not bought deodorant in years. These rocks last a long, long time...	This does indeed work and if you are not a heavy perspirer it will be effective for several days. Don't know for sure how long it will last as I've not had mine that long, but for sure it's cheaper than the stuff we've been using for years.	This stuff WORKS. It is slippery and difficult to hold on to when it is wet, so I wasn't surprised when I dropped it on the floor and broke it into four jagged pieces. I'll buy the stick next time.	I was very skeptical about the effectiveness of crystal deodorants. I am very pleased with the results! This works better than any deodorant I have ever used. I will never go back to traditional deodorants. This was money well spent.	I was somewhat skeptical at first in hearing about this product, but now I'm a believer. I purchased a crystal a year ago and it is still working. A little water activates the rock and then you apply it like a regular stick deodorant. I can't believe it works so well and lasts so long.	The product is fantastic, I would highly recommend it to anyone who suffers with excessive persperation issues or B.O. It will eliminate both after a few days use. No kidding. However don't buy from this seller, mine arrived broken completely in half and I contacted the seller for a replacement and they would not return my calls.	I love this product! I use it and it doesn't make me smell like cologne or perfume but it keeps me smelling good (like me!) all day. It does not irritate my skin and it does the job. It also lasts so much longer than the stick deodorant I used to use. Better product for less money! A real find!	I have been using this product for over 10 years. It works much better than common over the counter deodorants and lasts much longer. I have never had a odor issue using this product no matter how hot or sweaty I got. Great stuff... the larger 5 oz purchase is the most economical.Highly recomend.	this product is good alternative to deodorants. Crystal lasts a long time. the major drawback is that it is somewhat easy to drop the product and it shatters very easily. overall the product withstood the test of time	This stuff works, fantastic product. I used to doubt it at first when I heard about it, but now I believe in this product. It is still working after purchase about a year ago. It's cheap, keeps me smelling good and doesn't irritate my skin. It can be difficult to hold on to and slippery, but It is money well spent. I highly recommend it.	Economically priced with long lasting results and truth that a little goes a long way, this crystal rock deodorant is a great deal.  Users are pleased with the crystals ability to eliminate body odor even for heavy perspirers. Recommended for those who want to get away from the traditional stick, though be careful for if dropped it will shatter so also may be best purchased in-store versus ordering online.
health_personal_care	B000EXUB3E	I love these protein bars in the vanilla flavor. They taste like Rice Krispies treats with vanilla frosting. I can't believe they are actually 'good' for you. I usually try to stay away from processed foods, but these are my guilty pleasure -- I eat them for dessert all the time. I like them MUCH better than the chocolate NuGo bars.	Nugo bars are great for breakfast, lunch or a snack. I keep them in my desk at work and my husband keeps them in his car. Eat them with a tall glass of water and they will keep you satisfied for hours. They are low-glycemic and taste great. I'm so glad I can order these from Amazon!	Apart from the obvious nutritional value, the taste was surprisingly better than I anticipated. Normally, if I find soy-based nutritional bars tend to have a chalky or tree-bark-like texture and taste. I dare say, the texture reminds me of a healthy-not-too-sweet 'Rice Krispy Treat'.	I tried these for the first time at work, and loved them. BUT they sell them for $3.80 a bar! And even though they are totally worth it, I wanted to purchase my own box. My kids even got to try them and they really like them too! I will be ordering two boxes next time around!	Love the bar, love the taste, love the 170 calories... LOVE it, my husband and son love it too---we eat way too many of them but I dont feel guilty as it is a great and healthy snack on the go!! This one is my favorite of all!	I find these a little chewy (my jaw gets tired towards the very end), but that could just be me. I love these. I think the flavor is good. They keep me feeling fuller longer than other brands that I've had. My work has them and I loved them so much I ended up coming here to get a whole box.	Very Good! We all eat these and other bars in our house for meal replacements. These are one of their favorites but they are very sweet! In comparison, there are bars that have better ingredients but this one is good! They remind me of rice krispy treats!	I love this flavor of NuGo bars. Not many grocery stores carry it, so when they do I buy all they have on the shelves. When I am out of them I have to order them online. I always keep one or two in my purse for when I am out and hungry and don't care to buy junk food.	These NuGo bars are fantastic and taste great like a Rice Krispy treat. Good for morning, lunch or afternoon snack and a good way to get your protein in-take. They keep you full for a long time especially if you are out and about. I keep one in my purse to eat on the go.	Can be a little pricey at $3.80 per bar, but these NuGo bars offer a low calorie, low glycemic index snack that is healthy and still taste great. Taste is reminiscent of Rice Krispie treats, especially the variety with vanilla frosting. Some stores don't carry these bars, but they are available easily online.	The NuGo bar is very good and tastes better than you would expect and nutrition bar to taste.They have a texture similar to rice krispy treats. There's a good chance your family members will love them too. At only 170 calories you get a delicious snack and something with good nutritional value. They may be a little hard to find if looking in stores but can be ordered form Amazon. Overall, the NuGo bar is a great recommendation.
health_personal_care	B000EZUQK0	The capsules MUST be kept in the original container with the drying agent.If you place them in your own container for later use - you will find a pile of powder and a paper shell. I wouldn't want to guess their shelf-life.And don't expect a notice on the label!	I have only used this for 2 weeks and I have noticed a huge difference in my workouts. Also my veins are popping out!!! I highly recommend this product! Works way better than every other high priced NO product.	Unlike the other user. I think these pills are of good quality. I often take a couple out of the container and pack them with my lunch or for work and have not had a problem with them turning into powder.Great price and good quality.	Some of these tablets blow up for me as well. When i tried to use the the blown up loose tablets... severely burned my tongue... like battery acid! http: / / www.amazon.com / gp / product / B0013OVX3U / ref = cm _ cr _ rev _ prod _ img	Well I cant really say how they work since I got the 500Mg but order the 1000Mg so im taking 2 500 not really filling a diffrents yet I know this take time right about the end of the botle I will see a diffrents	I saw one reviewer post the tablets bust and that is true. The bottle comes with 120 Tablets and I got to use about half of them normally the rest i had to strip the tablet layer and dump into my pre workout. I really like now products but this one was a bust literally. Go with the cheaper Walgreens brand those do not break open.	I bought this for my sister who was having... ummm... shall we say desire problems. Apparently your libido pretty much disappears on some antidepressants. This, according to her, worked like a charm and brought hers back. I would consider buying it for that purpose.	I could deal with the large size of the pill, but when I put them in my weekly pill case, the pills expanded and disintegrated into a powdery heap! I read the label and it didn't say anything about storing in original container. Very upset with this product. Not sure if this supplement even helps.	These pills will do the job, that's if you get to use them long enough to notice they are working. The label on the bottle doesn't state this, however, if you do not keep these pills in the original bottle with the drying agent, they will bust and turn into powder making them unusable.	I think this supplement is great. It is a very good value for the price. I do highly recommend that you store them in the original container, because humidity it definitely not it's friend. I have followed the instructions exactly, and it has done wonders for me. There are many brands that are more expensive, but this brand is just as good, if not better.	The tablets provide a good pump when they actually decide to stay tablets. They tend to seemingly break apart in the container, just leaving powder behind. It is at a great price, at least.
health_personal_care	B000N245Y2	I'd like to give it a review but no power adapter with cord and so on was included. I got a plug adapter for international use, but nothing to power the unit. I have no idea how good it is and am returning it.	Don't let the 1980's packaging fool you, this is an amazing little machine. The sound is robust, and the ability to dial in the mixture of rain and water effects is outstanding.Now... when will they release an App so I can use it on my phone at the office...	We've used Marpac machines before and they were excellent; but this Travel machine didn't make the grade. Sound not loud enough for us and the construction didn't seem any better than the $20 ones we've used. This was $50 +. We returned it to Amazon.	This product does not drown out sound but is a sleep conditioner. It was purchased for my grandaughter who is going on a mission trip to Africa (it takes batteries) and to college in NC. It is a perfect traveling size.	This machine is small enough to travel well. It only makes one type of sound (kind of like rain) so all you can adjust is the intensity and volume. It shorted out and would stop and start which wakes you up defeating the purpose. It is too expensive for having no sound selections and being cheaply made.	We have a full-size analog model of the Marpac Sleep Mate sound conditioner, and have used it for years at home, but it's too bulky to pack. This model is compact, and sounds pretty much like the original. There is no repeating 'loop' of sound to drive you crazy.	We've had this for about two months and use it in our baby's nursery. I like it so far. The sound fills the room well. There aren't a bunch of options in sound, but that doesn't matter at all to me. The unit is small and does the job well. I'd recommend it.	My husband and I use a white noise machine in our condo, and love it. When we traveled, we never felt we slept as well without that background noise. We have tried the free Apps on our phones, but they are not as good as this.	a good product, compares to the original very good, for the fraction of the size. very convenient when traveling or living in the dorm, since the space is an issue there. there was no power cord, so that should be kept in mind. much better than nose generating apps.	This sound machine is small, battery powered, and compact.  It does not come with a power adapter, so be prepared with batteries wherever you plan to use it.  There is only one sound programmed into the machine – a sound mixture of rain and water.  This is great to aid sleep, relaxation in the office, or nurseries.	This sound machine is the perfect size for traveling. It is quite compact, and it can be powered with the adapter or batteries. It offers a small variety of rain and other water effects, and will be loud enough for most people. If you have a larger room or a super noisy environment, the volume might not be high enough for you.
health_personal_care	B000YA8NYQ	This is rated the best pill for motion sickness. dramamine pills are really strong and can make you sleepy. you will also hear about ginger. the bad thing about ginger is if you really throw up its no going to be good, i mean tasting the ginger. hope this help everyone.	I have such severe motion sickness, that I can't even SLEEP on a ship! But I was able to enjoy my 5 day / 4 night cruise, as long as I left one of these in my mouth to dissolve. I even slept with one! I highly recommend this product.	I brought this along my 7 night cruise trip - works great even though I tend to forget taking it until I already feel the motion sickness. My cruise happened to meet some heavy showers and I felt no dizziness or sickness except the constant waving feeling:) Definitely will bring it along next time I go to cruise again or plan to ride roller coasters.	This is my favorite type of motion sick medicine. It doesn't make me drowsy and it works well. The chewable tablets don't taste too bad and I'd rather chew a tablet than swallow one whole anyway. Great product!	I've been taking this medicine since I was a little one and it works great! I get motion sickness so easily, but if I take one Bonine, I don't get sick! I can travel for hours in the car, ride all the looping, twisting, crazy rides at the amusement parks and not get sick! It's wonderful.	I stopped riding on roller coasters and other rides at most amusement parks until I started taking the BONINE tablets. Works well for me and I take it in the morning about an hour before going on any ride and I have been able to enjoy the rides with my kids!! No more nausea and headache!!!	Product worked the very way it was intended. We were on a cruise that had high seas and because we were unable to use the patches that go behind the ear, we used this as an alternative. It worked great, no problems.	Husband and I went on week long live-aboard scuba trip. I could not have had a good time without these. THANK GOD.. it was a wonderful trip, and I did not get sea-sick at all, in a full week never leaving the small yacht we dove from. Recommend!	Bonine tablets are an excellent choice for preventing motion sickness. They effectively prevent motion sickness from cars, boats, and amusement park rides. A bonus: the chewable tablets do not cause drowsiness.	This medicine works really well on cruises and for roller-coaster rides. You could take a week long trip on a boat and still not get sick. The tablets are chewable or can dissolve in the mouth,  and unlike Dramamine they don't cause drowsiness.	Bonine helps with motion sickness from roller coasters, water, and car travel. They do not make me sleepy. The chewable tablet is easy to take and it does not taste bad. I was able to enjoy a cruise recently because I had these tablets. They worked as advertised and helped me a lot with my motion sickness.
health_personal_care	B002BJU8YQ	I was unsure of replacing this battery from a backup power supply from Goodwill. But the price was right, the battery can in good condition, and worked as advertised. I'd say I'm totally happy with this item and will recommend it to anyone else looking for this type.	Was not the brand as advertised. Was Genesis and not Yuasa (perhaps the same manufacturer). Lasted for 2 years in my APC UPS. The plastic case is now bulging. I just ordered another Yuasa from a different company. Let's see what arrives.	We ordered this battery to replace the one that went bad in our home alarm system. It was a perfect match, works well, and arrived BEFORE the expected delivery date. The price was also a great deal! I would definitely buy from this seller again.	It seems that many of the buyers out there reports defective Dead On Arrival battery from various replacement purchases. This is the case with mine, as it does not hold a charge.Its going to cost me about the same just to return it to the seller.Wish there was better quality control	Simple to install as a direct drop-in replacement for the existing / failing battery. Wish there was a return for the dead cell to allow for proper recycling, but I found a local store that would take the dead one and do the right thing with it...	This battery is of good quality and holds a charge quite well. Alarm companies charge an arm and a leg for a battery that costs them only this much and are of similar specs. Save yourself a bunch of money and do this replacement yourself.This name brand is a name that we are all familiar with and can trust	Great value for a quality battery. Fast shipper and superb customer service. Purchased for a gate opener. Have had for only 3 weeks but so far, have met my needs and expectations. Would definitely recommend and purchase from this vendor again.	Works great. Great price. Bought it to replace the dead battery on my ups for my computer. The size appears to be a common size because it fit perfectly. Now I wish I swapped batteries on my old ups instead of filling up the land fill.Good product. Go for it.	This battery is a good replacement for old or failing batteries in a home alarm system or computer. The battery works well and is a really good value for the money, compared with other brands with similar specs. I was especially pleased with the fast shipping from the seller.	Save yourself the money and use this battery to replace your alarm system battery yourself. Calling the home alarm system company to replace the battery costs way mire than just doing this yourself. This battery holds a fantastic charge and replacement is not difficult at all.	This is a good battery that is easy to install and works as a replacement for failed batteries. The price is good and a much cheaper alternative to use as a replacement. While there are instances of DOA batteries, most experiences are positive. With a good price and easy installation this battery is recommended.
health_personal_care	B0039PH51K	Always consult with your doctor before purchasing any circulation product after surgery. I had ankle surgery and this product is useful for blood circulation in the foot. This increase in circulation has assisted with my ability to feel comfortable stepping down on the foot (only after doc said wait bearing was okay). I use it sitting down barefoot.	I really like the Acupressure Mat. I usually toss and turn a lot when I sleep, now I use this before I go to bed and it helps relax my body so that I can sleep more sound without all the tossing and turning.	I used the mat the first night after it arrived and every-other night since. After 2 ten minute sessions, I am sold. I have slept much better at night - I think it puts me in a more relaxed state, making it easier to fall asleep. A rather inexpensive option to relieving tension in my neck, upper back and shoulders.	This is the best thing! you can use socks if your feet are tender to walk on it or bare foot if you can take it. I use it every morning to walk across to jump start my body. when I think about it I will lay on it, it feels wonderful.	I love these spike mats and have recommended them to everyone that has had any kind of body ache. its great to lay on to relax you after a long day at work. Helps with pain in my back and pain in my legs. Its not a cure, but it sure helps with the healing process.	I wish I hadn't purchased this item. I just can't get use to it, it's not comfortable. I have not seen any benefits from using it but that could be because I don't relax or use it for long enough.	I run an alternative health center and use Acupressure pin mats from different sources to treat my patients, but this product is the patients choice, they are asking allways for this mat against other brands so I changed all of them for Britta, moreover the S & H was outstanding and really fast.	I ordered this acupressure mat to see if it would help relieve my back pain and at first it seemed like it wasn't doing much, but once you use it for a second or third time you can feel the pain relief and it also helps you relax. I use it almost everyday now and it really helps. I recommed this product and this seller.	The Acupressure mat is great for helping to relax. It takes a little bit of time to try it but once it works it works well. The mat helps with pain and pressure and is great to lay on, it is great for falling asleep on. Also it is great for blood circulation and for walking on bare feet.	These acupressure mats are used to increase circulation and reduce body aches and pains and are most effective when you can fully relax. Consistence is key to receive the full, relaxing benefits of the product.  However, if you are using this product after surgery it is responsible to always consult with your physician to ensure it is right for your situation.	This acupressure mat can help ease aches and tension, increase blood circulation to extremities, and aid in general relaxation and restfulness. It can also assist in healing, as it reduces movement while sleeping. However, it takes some getting used to, and being unable to relax while using it will make it ineffective.
health_personal_care	B003HT9W32	I bought this monitor as a newcomer to heart rate monitors. It is easy to use right out of the box and makes working out more enjoyable - you can make sure that you are working hard enough to improve, but not too hard. Very good value.	It's my first heart rate monitor. Very useful. I always run with it to control my pace. The problem is when I run more then 1 hour because I don't see the seconds as it has only 4 digits on the display.	Extremely easy to use, only one button. Seems to be fairly accurate. Has a backlight and can beep to warn you if you fall out of a target heart range that is completely programmable. However, the battery is not replaceable and the screen scratches easily.	I was disapointed to find the booklet with it didn't help with any instructions on use. But after checking the manual on the internet I was able to set it up and use it. It is much easier than others I have purchased. This is what I was looking for. Ease of use.	This is a good monitor if you have no need for the fancy training models. Beginner or non-competitive runners should stick to basic types like this. The Polar monitors I have had like this are well-made and easy to use and this is no exception. I am coming off a long layoff and plan to use this to work back into shape without risking overtraining.	If you're looking for just a heart rate monitor (it is waterproof and good for swimming) then this is for you. There aren't any bells and whistles at all. Straight forward, heart rate, time of exercise and that's it. The log only stores your last workouts data, you need to record it before you start another session.	This was very well-rated on consumer reports. I really like that you can plug in your target heart rate, and it has an audible alert to let you know when you're there. The display is easy to read and it's light-weight.	I ordered and Polar FT2 and it was confirmed after the order was processed. When I got the email for confirmation, it said FT1. They did the old bait and switch on me! I immediately returned it and very upset with the order after going through a long process of doing research for a HRM. Very dissatisfied!	very good heart monitor if you don't need advanced features, that would be used mainly by professionals.  very easy use. the drawbacks are, bad or no included manual, but manual is accessible on the internet. and only four digits on the display, so if you run more than an hour that could be an issue. overall recommended	This heart rate monitor is very user friendly for beginners.  Very easy to use straight out of the box. However, this product comes with an instruction booklet and internet instructions if you need help with initial set up. You can program your target heart rate and there is an audible beep when you are in or fall out of target range. Very easy to read display which can also has a backlight. The only drawback is the log will only store the last workout data.  Overall a very nice beginner heart rate monitor.	This is a good monitor, it is easy to use and well-made. The product is for you, if you are in need of a heart rate monitor. It is fairly accurate and warns you should in case you fall out of a target heart range. The battery is not replaceable and screen easily scratches.
